furry_status,age,gender,gender_alignment,orientation,country,religion,occupation,education,howfurry,howoften_write,howoften_draw,opinion_artwork,opinion_writing,opinion_online_communities,opinion_conventions,opinion_fursuiting,importance_artwork,importance_writing,importance_online_communities,importance_conventions,importance_fursuiting
furry,18,"Male, completely",cisgender,"Bisexual, leaning homosexual",ve,"Christian, Orthodox",student,Other,8,Never,Never,10,5,,8,,10,8,10,10,8
fur_fan,17,"Female, completely",transgender,Pansexual,us,,student,ongoing_highschool,4,Several times a year,Weekly,10,10,,10,6,8,7,10,8,7
furry,17,"Male, completely",cisgender,"Bisexual, leaning homosexual",gb,Agnostic,student,ongoing_highschool,8,Several times a month,Several times a month,8,8,,8,8,10,9,10,8,7
furry,21,Equal parts male and female,complicated,Completely homosexual,us,"Christian, Protestant",student,ongoing_university,10,Daily,Daily,10,10,,6,10,10,10,10,10,7
furry,22,"Female, completely",transgender,Pansexual,us,Atheist,service,graduate_highschool,7,Never,Less than once a year,10,10,,10,10,10,10,10,10,10
furry,26,"Female, completely",cisgender,Completely heterosexual,us,,service,graduate_university,5,Never,Several times a month,10,7,,9,10,8,8,10,10,6
Other,27,"Male, completely",cisgender,Completely heterosexual,gb,"Christian, Protestant",Other,technical_college,2,Never,Never,10,5,,10,7,10,5,10,10,10
fur_fan,24,"Male, completely",cisgender,Completely heterosexual,it,Atheist,student,ongoing_university,6,Never,Never,10,6,,9,10,10,10,8,8,7
furry,0,Mostly female,complicated,Completely homosexual,ca,"Christian, Catholic",student,ongoing_highschool,7,Never,Several times a month,5,5,,9,10,9,6,10,10,7
furry,13,"Female, completely",cisgender,Asexual,us,"Christian, Catholic",student,some_university,10,Daily,Daily,10,7,,10,10,8,7,8,10,10
fur_fan,18,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,Atheist,student,ongoing_highschool,4,Less than once a year,Never,10,10,,5,4,10,10,10,10,7
fur_fan,35,"Male, completely",cisgender,Completely heterosexual,us,"Christian, Catholic",professional,advanced_degree,3,Never,Never,10,,,9,6,10,10,10,10,10
furry,31,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,,unemployed,graduate_highschool,7,Less than once a year,Never,10,10,,10,8,9,8,,10,9
furry,22,"Female, completely",cisgender,Completely heterosexual,ca,Agnostic,student,ongoing_university,4,Never,Daily,6,7,,4,9,10,8,10,9,10
furry,28,"Male, completely",cisgender,Mostly homosexual,us,Agnostic,technical_it,technical_college,8,Monthly,Less than once a year,8,8,,9,7,9,8,10,7,6
furry,14,Mostly female,cisgender,Completely heterosexual,us,"Christian, Catholic",student,ongoing_highschool,10,Never,Daily,5,4,,10,10,6,5,5,10,10
furry,31,"Male, completely",cisgender,Completely homosexual,us,Agnostic,professional,graduate_university,8,Never,Several times a month,10,7,,8,9,10,8,10,8,8
furry,30,"Male, completely",cisgender,,us,Agnostic,service,technical_college,10,Never,Less than once a year,9,9,,9,8,10,8,7,10,9
furry,26,"Male, completely",cisgender,Completely homosexual,us,Atheist,Other,some_highschool,7,Never,Never,10,10,,10,10,8,7,10,10,10
furry,34,"Male, completely",cisgender,Mostly heterosexual,us,Agnostic,administrative,graduate_university,4,Never,Never,9,8,,10,9,10,8,9,10,7
furry,32,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,"Christian, Protestant",creative_nonfurry,graduate_university,8,Weekly,Never,10,5,,10,10,10,5,10,10,10
furry_lifestyler,17,"Male, completely",cisgender,Bisexual,us,Buddhist,student,ongoing_highschool,8,Never,Never,10,10,,10,10,10,10,10,10,10
furry,24,"Male, completely",cisgender,Bisexual,ca,,service,technical_college,10,Never,Yearly,10,8,,10,10,10,9,10,10,10
furry,21,"Male, completely",cisgender,Mostly homosexual,ca,Atheist,student,ongoing_university,,Several times a year,Never,9,9,,9,9,9,9,9,10,7
furry,16,"Male, completely",cisgender,"Bisexual, leaning heterosexual",us,"Christian, Catholic",student,ongoing_highschool,5,Never,Weekly,9,7,,9,10,10,7,8,10,10
furry,17,"Male, completely",cisgender,Bisexual,us,Pagan,service,graduate_highschool,8,Several times a year,Several times a year,10,9,,10,10,10,9,10,9,7
furry,21,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,"Christian, Catholic",student,ongoing_university,5,Weekly,Several times a month,10,6,,10,10,10,7,9,10,10
fur_fan,0,"Male, completely",,Bisexual,au,Agnostic,unemployed,some_highschool,4,Never,Never,10,8,,6,7,10,9,10,9,5
furry,21,"Male, completely",cisgender,Completely homosexual,gb,Agnostic,student,ongoing_university,8,Never,Never,10,8,,8,7,8,8,9,9,8
furry,17,"Male, completely",cisgender,Bisexual,au,Atheist,student,ongoing_highschool,7,Several times a month,Weekly,10,8,,8,7,2,2,3,1,1
furry_adjacent,22,Mostly male,complicated,Mostly heterosexual,us,"Christian, Catholic",student,ongoing_highschool,6,Less than once a year,Weekly,7,6,,9,10,8,6,7,10,10
furry,21,"Male, completely",cisgender,Completely homosexual,fr,Atheist,student,some_highschool,10,Never,Never,10,7,,10,10,10,8,10,10,10
furry,24,"Female, completely",cisgender,Asexual,gb,,creative_nonfurry,Other,8,Less than once a year,Daily,10,10,,10,10,10,10,10,10,9
furry,29,"Female, completely",cisgender,Mostly heterosexual,ca,Agnostic,creative_furry,technical_college,8,Never,Daily,10,3,,10,8,10,5,10,10,8
furry,24,Neutrois/agender,complicated,Other,us,,Other,graduate_university,8,Never,Never,9,9,,10,10,10,3,10,10,10
furry,30,Non-binary (not otherwise specified),cisgender,Mostly homosexual,gb,Atheist,Other,graduate_postcollege,7,Less than once a year,Less than once a year,8,8,,6,7,10,8,9,6,6
furry,33,Genderqueer/genderfluid,complicated,Pansexual,us,Pagan,unemployed,some_highschool,10,Never,Less than once a year,9,8,,8,9,8,7,10,7,7
furry,18,Non-binary (not otherwise specified),,Completely heterosexual,us,Buddhist,student,graduate_highschool,5,Never,Several times a year,10,5,,10,10,10,6,8,10,10
furry_adjacent,29,Mostly male,transgender,Pansexual,gb,,creative_furry,technical_college,6,Never,Daily,10,6,,7,8,10,10,10,7,7
furry,35,"Female, completely",cisgender,Completely heterosexual,us,Atheist,technical_it,graduate_university,10,Never,Weekly,8,6,,7,8,8,7,8,10,10
furry_related,17,"Male, completely",cisgender,Completely homosexual,us,Atheist,student,ongoing_highschool,4,Never,Never,7,5,,4,4,6,4,6,4,4
furry_adjacent,34,Mostly male,transgender,Other,us,Agnostic,unemployed,some_university,6,Never,Several times a month,8,1,,5,5,10,7,9,7,7
furry,20,"Male, completely",cisgender,Other,us,,student,some_highschool,7,Several times a month,Never,8,7,,5,7,8,7,9,,5
fur_fan,28,"Male, completely",cisgender,Completely heterosexual,gb,Agnostic,technical_it,graduate_highschool,3,,,7,5,,5,5,9,5,8,9,7
furry,27,"Male, completely",cisgender,Completely heterosexual,de,Atheist,student,ongoing_university,9,Yearly,Weekly,10,7,,9,8,10,7,8,8,7
furry,13,Mostly female,cisgender,Asexual,us,Agnostic,student,Other,8,Never,Daily,7,8,,10,10,8,10,7,8,10
furry,24,"Female, completely",cisgender,Mostly heterosexual,uy,Atheist,student,ongoing_university,7,Never,Weekly,9,4,,8,8,10,4,10,8,8
furry,19,"Male, completely",cisgender,"Bisexual, leaning heterosexual",us,Atheist,student,graduate_highschool,7,Daily,Daily,7,6,,8,10,10,9,10,9,10
furry,18,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,,student,ongoing_highschool,3,Never,Weekly,9,,,,,10,3,9,8,5
furry,17,"Male, completely",cisgender,"Bisexual, leaning heterosexual",gb,,student,ongoing_highschool,8,Never,Never,10,10,,10,10,5,5,5,10,10
fur_fan,17,Mostly male,cisgender,Bisexual,us,Atheist,student,ongoing_highschool,6,Several times a year,Monthly,8,7,,9,8,8,4,10,9,9
furry,16,"Male, completely",cisgender,Bisexual,us,Buddhist,student,,4,Never,Monthly,10,7,,7,,10,10,10,10,10
furry,18,"Male, completely",cisgender,Mostly heterosexual,us,"Christian, Catholic",student,ongoing_highschool,4,Never,Never,10,8,,8,8,10,5,10,9,8
furry_related,18,"Male, completely",cisgender,"Bisexual, leaning heterosexual",us,Agnostic,student,ongoing_highschool,8,Several times a year,Several times a year,10,8,,7,8,10,9,10,9,9
furry,25,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,Agnostic,student,ongoing_university,4,Never,Weekly,8,4,,8,8,9,7,8,8,8
furry_lifestyler,24,"Male, completely",cisgender,Pansexual,ro,Agnostic,unemployed,some_university,3,Yearly,Monthly,10,8,,10,9,10,8,10,10,9
furry,20,"Male, completely",cisgender,Completely heterosexual,gb,Atheist,student,some_university,6,Daily,Never,10,10,,10,10,10,10,10,10,10
fur_fan,23,"Male, completely",cisgender,Pansexual,at,Atheist,student,ongoing_university,8,Never,Never,10,10,,10,10,10,9,10,10,9
furry,21,"Male, completely",cisgender,"Bisexual, leaning heterosexual",au,Atheist,Other,ongoing_university,7,Yearly,Never,10,8,,9,10,10,9,10,10,10
Other,21,"Male, completely",cisgender,Completely homosexual,ca,Atheist,student,ongoing_university,,Never,Never,8,5,,5,5,10,10,10,8,7
furry,0,"Male, completely",cisgender,Other,us,,creative_nonfurry,graduate_university,9,Never,Never,5,,,,10,8,7,9,9,9
furry_adjacent,26,"Male, completely",cisgender,Completely heterosexual,fi,Agnostic,Other,technical_college,7,Never,Several times a year,10,7,,5,8,10,10,8,7,7
fur_fan,39,"Male, completely",cisgender,Mostly heterosexual,us,Jewish,technical_it,graduate_university,3,Never,Never,9,7,,6,4,9,7,9,8,6
furry,22,"Female, completely",cisgender,Completely homosexual,us,Atheist,student,ongoing_university,7,Never,Several times a month,10,4,,7,9,10,6,8,9,8
furry,22,"Male, completely",cisgender,Completely homosexual,us,Agnostic,government_armed_service,some_university,6,Several times a year,Weekly,7,5,,8,9,10,6,10,8,8
furry,22,"Female, completely",cisgender,Pansexual,us,Agnostic,vet_animal_related,some_highschool,8,Several times a year,Daily,10,8,,10,7,10,10,7,10,6
furry,21,Mostly female,complicated,Asexual,us,"Christian, Protestant",student,technical_college,5,Never,Several times a year,10,,,10,10,10,5,10,10,10
furry,25,"Male, completely",cisgender,Other,us,"Christian, Protestant",student,ongoing_university,8,Never,Never,10,10,,10,10,10,10,10,10,10
furry,16,Mostly female,cisgender,Mostly homosexual,us,,student,ongoing_highschool,5,Never,Daily,8,8,,8,8,,,,,
fur_fan,19,"Male, completely",cisgender,Completely heterosexual,au,"Christian, Catholic",student,ongoing_highschool,4,Yearly,Less than once a year,10,8,,9,9,7,7,8,9,8
furry,19,"Male, completely",cisgender,"Bisexual, leaning homosexual",gb,Atheist,student,graduate_highschool,10,Never,Monthly,10,10,,10,10,10,10,10,10,10
furry,21,Genderqueer/genderfluid,complicated,Other,gb,,creative_furry,some_university,9,Several times a month,Weekly,8,7,,9,9,10,9,10,9,6
furry,29,"Male, completely",cisgender,Completely homosexual,gb,Agnostic,service,ongoing_university,7,Daily,Daily,8,7,,8,7,9,7,9,6,7
furry,19,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,Atheist,student,graduate_highschool,2,Never,Never,10,8,,6,5,10,7,7,8,8
furry,15,"Male, completely",cisgender,Mostly homosexual,au,Atheist,student,ongoing_highschool,10,Never,Never,10,10,,10,10,10,10,10,10,10
furry,33,"Female, completely",cisgender,Pansexual,gb,Pagan,Other,graduate_university,5,Less than once a year,Never,10,10,,10,10,10,10,6,10,10
furry,37,"Male, completely",cisgender,Completely heterosexual,gb,Atheist,technical_it,graduate_highschool,8,Never,Never,10,7,,8,9,9,9,10,9,5
furry_lifestyler,32,"Male, completely",transgender,Mostly homosexual,us,,administrative,technical_college,10,Monthly,Several times a year,10,10,,10,10,10,10,10,,10
furry_adjacent,18,"Male, completely",cisgender,Bisexual,gr,Atheist,student,ongoing_highschool,8,Never,Never,10,5,,8,10,10,7,10,10,10
furry,24,"Male, completely",cisgender,"Bisexual, leaning heterosexual",us,Agnostic,student,technical_college,4,Never,Several times a year,10,8,,8,8,10,10,10,10,10
furry,25,"Male, completely",cisgender,Mostly heterosexual,us,,technical_it,some_university,3,Less than once a year,Less than once a year,8,8,,4,5,10,7,9,6,6
fur_fan,19,Equal parts male and female,cisgender,Pansexual,ca,"Christian, Catholic",student,some_highschool,6,Never,Several times a year,8,4,,6,8,5,3,4,8,8
furry,23,Mostly male,transgender,Pansexual,gb,,Other,technical_college,4,Never,Several times a month,6,7,,8,10,8,8,10,10,10
fur_fan,27,Mostly male,cisgender,Bisexual,us,Agnostic,administrative,graduate_university,4,Never,Monthly,9,7,,7,7,10,10,10,10,10
furry_lifestyler,0,"Female, completely",cisgender,Pansexual,gb,Agnostic,unemployed,graduate_highschool,5,Less than once a year,Several times a year,10,7,,9,10,10,6,10,10,8
furry_adjacent,17,"Male, completely",cisgender,Bisexual,us,Atheist,student,ongoing_highschool,2,Never,,10,10,,10,10,7,8,10,10,5
furry,27,"Female, completely",cisgender,Mostly heterosexual,us,Atheist,creative_nonfurry,graduate_university,6,Never,Several times a year,9,7,,9,9,10,9,10,10,7
furry,18,"Male, completely",cisgender,"Bisexual, leaning heterosexual",sg,Atheist,student,ongoing_university,9,Weekly,Weekly,10,10,,10,10,10,10,10,9,9
furry,17,"Female, completely",cisgender,Completely heterosexual,us,"Christian, Protestant",student,ongoing_highschool,7,Never,Daily,8,4,,10,10,5,5,5,10,10
furry_related,15,"Female, completely",cisgender,Completely heterosexual,us,"Christian, Protestant",student,ongoing_highschool,4,Never,Never,7,5,,8,7,9,7,10,8,8
furry,23,Mostly female,complicated,Asexual,us,,student,graduate_university,6,Several times a month,Weekly,6,8,,5,3,9,10,6,6,4
furry_related,17,"Female, completely",cisgender,Completely heterosexual,ca,Agnostic,student,ongoing_highschool,1,,Several times a year,7,4,,7,7,10,7,9,10,8
furry_lifestyler,22,"Male, completely",cisgender,Pansexual,au,Agnostic,,some_university,9,Several times a month,Never,8,9,,9,10,10,10,10,9,8
furry,26,Neutrois/agender,transgender,Completely homosexual,de,Agnostic,Other,graduate_highschool,9,Never,Never,10,9,,8,9,10,8,9,9,9
furry,22,"Female, completely",cisgender,Other,us,"Christian, Protestant",student,ongoing_university,8,Never,Weekly,9,6,,9,9,10,3,10,9,4
furry,23,"Male, completely",cisgender,Completely heterosexual,us,"Christian, Catholic",student,ongoing_university,5,Never,Never,10,9,,7,7,10,8,10,9,8
furry,30,"Male, completely",cisgender,Bisexual,us,Buddhist,professional,advanced_degree,8,Never,Never,10,10,,10,7,10,8,10,10,7
furry_lifestyler,23,Equal parts male and female,complicated,Pansexual,au,Atheist,technical_it,Other,7,Never,Never,8,5,,4,9,5,5,4,3,7
fur_fan,21,Mostly female,complicated,Completely heterosexual,us,,student,ongoing_university,3,Never,Several times a year,8,4,,,5,8,5,9,7,6
postfurry,32,"Male, completely",cisgender,Pansexual,ca,,government_armed_service,graduate_university,9,Several times a month,Never,10,10,,9,7,9,9,10,9,5
furry,64,"Male, completely",cisgender,Mostly heterosexual,us,"Christian, Catholic",Other,technical_college,8,Never,Never,8,8,,9,9,9,8,9,9,9
furry,27,"Male, completely",cisgender,"Bisexual, leaning heterosexual",us,Atheist,administrative,graduate_university,9,Less than once a year,Never,9,9,,9,9,10,10,10,10,10
furry,28,"Male, completely",cisgender,,gb,,student,ongoing_postcollege,5,Never,Never,6,,,6,7,8,8,8,8,8
furry,19,"Male, completely",cisgender,Pansexual,us,"Christian, Catholic",student,technical_college,10,Daily,Daily,10,10,,10,10,10,7,9,9,8
furry,15,"Male, completely",transgender,Mostly homosexual,us,Atheist,student,ongoing_highschool,7,Never,Weekly,10,8,,10,10,4,1,4,1,2
furry,21,"Male, completely",transgender,Pansexual,us,Agnostic,student,ongoing_highschool,7,Never,Several times a month,8,1,,7,9,9,7,8,3,5
furry_adjacent,21,"Male, completely",cisgender,Completely heterosexual,us,Atheist,student,ongoing_university,3,Never,Never,8,7,,8,4,8,8,8,5,5
Other,16,"Male, completely",cisgender,Completely heterosexual,us,"Christian, Catholic",student,ongoing_highschool,6,Monthly,Daily,10,10,,8,8,10,10,8,9,8
furry,27,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,"Christian, Protestant",student,ongoing_university,8,Never,Never,10,8,,10,10,10,8,7,8,7
furry,35,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,Buddhist,technical_it,graduate_university,10,Several times a year,Several times a year,10,10,,10,9,10,10,10,10,10
furry,19,"Male, completely",cisgender,Mostly heterosexual,fi,Agnostic,student,ongoing_highschool,2,Never,Several times a year,8,6,,8,8,10,8,9,9,9
furry,35,"Male, completely",cisgender,"Bisexual, leaning homosexual",nz,Atheist,technical_it,graduate_highschool,6,Never,Never,10,10,,8,10,10,5,10,10,8
furry_related,16,"Female, completely",cisgender,Other,us,,student,ongoing_highschool,1,Never,Weekly,6,1,,5,8,10,8,10,7,10
fur_fan,22,Mostly female,cisgender,"Bisexual, leaning heterosexual",us,Agnostic,student,ongoing_university,6,Monthly,Several times a month,7,6,,7,8,9,7,9,9,9
fur_fan,27,"Male, completely",cisgender,Completely homosexual,nl,"Christian, Protestant",student,ongoing_postcollege,3,Never,Never,10,10,,8,5,10,10,10,6,5
furry,21,"Male, completely",cisgender,Bisexual,gb,Atheist,unemployed,graduate_highschool,4,Never,Never,7,,,,,5,,10,,6
furry,40,"Male, completely",cisgender,Mostly homosexual,us,Atheist,technical_it,some_university,7,Never,Never,10,10,,8,10,8,10,8,8,10
furry,23,Mostly male,transgender,Pansexual,se,Pagan,creative_furry,some_university,10,Never,Daily,10,10,,10,10,10,8,10,10,10
furry,19,"Male, completely",cisgender,Completely homosexual,us,"Christian, Catholic",student,ongoing_highschool,10,Monthly,Several times a year,10,10,,10,10,10,10,10,10,10
furry,34,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,Agnostic,technical_it,graduate_university,4,Never,Never,8,8,,9,6,10,8,10,9,6
furry,18,"Male, completely",cisgender,Completely homosexual,us,Atheist,student,ongoing_highschool,8,Daily,Weekly,10,9,,8,10,10,10,10,8,10
furry,17,"Male, completely",cisgender,Completely homosexual,us,,student,some_highschool,8,Several times a year,Several times a month,9,9,,8,8,8,8,7,6,6
furry,15,"Male, completely",cisgender,Completely heterosexual,cl,"Christian, Catholic",student,Other,4,Several times a year,Never,10,10,,10,10,7,5,10,10,9
furry,15,Other,transgender,Completely homosexual,us,,unemployed,Other,5,Never,Weekly,10,5,,5,6,10,4,10,10,7
furry,18,"Male, completely",cisgender,Bisexual,us,Atheist,student,ongoing_highschool,5,Several times a year,Never,9,10,,6,7,10,10,10,9,8
furry,14,"Male, completely",cisgender,Mostly heterosexual,xx,"Christian, Orthodox",student,Other,10,Daily,Weekly,10,10,,10,10,10,8,10,10,10
furry,25,Mostly male,cisgender,Mostly heterosexual,us,Atheist,student,technical_college,7,Monthly,Several times a year,10,6,,10,8,10,6,9,9,10
fur_fan,15,Mostly female,cisgender,Mostly heterosexual,ro,"Christian, Catholic",Other,Other,3,Never,Several times a month,9,8,,10,10,10,8,9,10,10
furry,17,"Male, completely",cisgender,Completely homosexual,gb,Atheist,student,ongoing_highschool,3,Never,Several times a year,10,7,,8,8,10,5,10,9,9
furry,19,"Male, completely",cisgender,Mostly heterosexual,us,"Christian, Protestant",student,ongoing_highschool,6,Never,Never,10,10,,6,8,5,1,4,1,1
furry,17,"Male, completely",cisgender,"Bisexual, leaning homosexual",hu,Atheist,student,ongoing_highschool,8,Never,Weekly,10,10,,10,10,10,10,10,10,10
furry,24,"Male, completely",cisgender,Completely homosexual,sg,Atheist,student,ongoing_university,2,Several times a year,Several times a year,10,1,,10,10,8,2,10,9,10
furry,19,"Male, completely",cisgender,"Bisexual, leaning heterosexual",us,Pagan,student,ongoing_highschool,7,Several times a year,Daily,10,10,,10,9,9,10,10,10,9
furry,15,Mostly male,cisgender,Pansexual,gb,Agnostic,student,ongoing_highschool,8,Several times a month,Monthly,10,10,,10,10,10,10,10,10,7
furry,22,Mostly male,transgender,Asexual,us,Agnostic,student,ongoing_university,5,Less than once a year,Never,10,10,,10,10,10,10,10,10,10
furry,24,"Male, completely",cisgender,Completely homosexual,us,Agnostic,technical_it,graduate_university,7,Never,Never,10,6,,5,7,10,7,8,6,4
furry,34,Genderqueer/genderfluid,complicated,Pansexual,us,Pagan,creative_furry,some_university,7,Less than once a year,Several times a year,9,9,,,7,9,8,10,9,6
furry,17,"Male, completely",cisgender,Bisexual,us,Agnostic,student,Other,8,Never,Several times a month,10,7,,10,10,10,7,10,10,10
furry,23,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,Pagan,sales_support,graduate_highschool,8,Never,Never,10,6,,10,10,8,7,10,10,10
furry_adjacent,20,"Male, completely",cisgender,"Bisexual, leaning heterosexual",us,Atheist,student,ongoing_university,3,Never,Never,10,5,,1,1,8,1,1,1,1
furry_adjacent,14,"Male, completely",cisgender,Asexual,us,Atheist,student,ongoing_highschool,2,Never,Never,9,8,,4,2,9,7,7,6,7
furry_related,32,"Male, completely",transgender,Pansexual,us,,unemployed,technical_college,7,Never,Monthly,10,10,,10,10,10,9,10,7,8
furry_adjacent,17,"Male, completely",cisgender,Mostly homosexual,us,Atheist,student,ongoing_highschool,9,,Weekly,10,10,,10,10,10,10,10,10,10
furry,21,"Male, completely",cisgender,Completely homosexual,us,"Christian, Catholic",student,some_university,8,Several times a year,Never,10,10,,10,10,10,10,10,10,10
furry,18,Neutrois/agender,transgender,Asexual,us,"Christian, Protestant",student,ongoing_highschool,2,Several times a year,Daily,9,8,,10,10,10,4,10,10,10
furry_lifestyler,17,Mostly male,cisgender,Mostly heterosexual,us,Agnostic,student,ongoing_highschool,8,Weekly,Daily,9,8,,9,8,10,8,9,10,9
fur_fan,24,,,,us,Atheist,unemployed,graduate_highschool,6,Never,Never,10,10,,10,10,6,9,10,10,9
furry,18,"Male, completely",cisgender,Bisexual,us,"Christian, Catholic",student,ongoing_university,6,Never,Daily,10,10,,10,10,10,10,10,10,10
furry,19,"Male, completely",cisgender,Completely heterosexual,us,"Christian, Catholic",student,graduate_highschool,6,Never,Never,9,9,,9,9,,,,,
postfurry,22,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,Agnostic,student,ongoing_university,5,Never,Several times a year,8,9,,,,10,8,10,10,10
postfurry,32,"Male, completely",cisgender,"Bisexual, leaning homosexual",ru,Hindu,creative_nonfurry,graduate_university,6,Never,Never,10,5,,5,5,8,7,6,1,1
furry,26,"Male, completely",cisgender,Mostly heterosexual,us,Atheist,sales_support,graduate_university,7,Never,Several times a year,10,7,,10,8,10,8,10,10,8
furry,36,"Male, completely",cisgender,Mostly homosexual,us,Agnostic,student,ongoing_university,8,Less than once a year,Several times a year,10,6,,6,5,10,6,9,6,3
furry,49,"Male, completely",cisgender,Completely heterosexual,us,Atheist,technical_it,graduate_university,8,Less than once a year,Less than once a year,9,9,,8,9,9,8,9,8,10
furry,23,"Male, completely",cisgender,"Bisexual, leaning heterosexual",us,Agnostic,student,graduate_highschool,7,Never,Never,7,4,,9,7,9,5,8,9,10
furry_adjacent,0,"Male, completely",cisgender,Completely heterosexual,us,"Christian, Protestant",professional,graduate_university,5,Less than once a year,Never,9,9,,9,5,10,10,9,8,5
furry_adjacent,26,"Male, completely",cisgender,Completely homosexual,us,"Christian, Catholic",Other,advanced_degree,3,,,8,8,,,,8,9,9,8,7
fur_fan,18,Mostly male,cisgender,Completely heterosexual,de,"Christian, Catholic",student,ongoing_highschool,5,Never,Never,9,8,,9,9,8,8,9,9,9
furry,22,"Female, completely",cisgender,Other,us,Agnostic,service,graduate_highschool,6,Never,Several times a month,10,8,,10,10,10,6,10,10,7
furry,25,Mostly male,cisgender,Mostly homosexual,gb,Atheist,student,ongoing_university,4,Never,Yearly,8,5,,2,5,10,8,10,4,5
furry,19,Non-binary (not otherwise specified),transgender,Pansexual,us,,student,ongoing_highschool,8,Never,Daily,9,9,,10,10,10,10,10,10,10
furry,0,"Male, completely",cisgender,Completely heterosexual,us,"Christian, Catholic",student,Other,6,Never,Monthly,10,6,,10,9,3,1,5,1,1
furry,19,"Female, completely",cisgender,Completely heterosexual,us,Hindu,student,ongoing_highschool,3,Less than once a year,Never,10,10,,6,6,10,4,10,7,8
furry,25,"Male, completely",cisgender,Other,us,"Christian, Catholic",professional,technical_college,8,Never,Never,10,10,,10,10,8,8,8,6,5
furry,13,"Male, completely",cisgender,Completely heterosexual,us,,student,Other,4,Never,Several times a month,7,6,,8,7,7,7,9,10,10
furry,20,Mostly male,cisgender,Completely homosexual,us,Agnostic,student,ongoing_university,8,Weekly,Yearly,10,8,,10,10,10,8,10,10,10
furry,20,"Male, completely",cisgender,Asexual,us,Atheist,unemployed,graduate_highschool,3,Never,Never,8,5,,5,5,8,5,8,7,6
furry_lifestyler,14,Mostly female,cisgender,Completely heterosexual,us,Atheist,student,some_highschool,8,Never,Daily,10,9,,10,10,10,6,10,10,9
furry_adjacent,16,"Male, completely",cisgender,"Bisexual, leaning heterosexual",us,"Christian, Catholic",student,ongoing_highschool,6,Never,Never,7,5,,5,4,8,5,7,6,6
furry_related,0,"Male, completely",cisgender,Completely heterosexual,us,"Christian, Protestant",student,ongoing_highschool,2,Never,Never,6,1,,1,1,10,6,10,10,10
furry,19,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,,student,graduate_highschool,7,Never,Weekly,10,7,,10,10,10,10,10,10,10
furry,18,Other,complicated,Mostly heterosexual,us,Agnostic,student,ongoing_highschool,8,Never,Monthly,7,5,,6,7,9,5,8,8,7
furry,24,"Female, completely",cisgender,"Bisexual, leaning heterosexual",us,"Christian, Protestant",student,ongoing_postcollege,8,Never,Yearly,9,6,,8,8,10,7,10,9,10
fur_fan,16,"Male, completely",cisgender,Mostly heterosexual,il,Jewish,student,some_highschool,9,Several times a year,Less than once a year,10,8,,10,6,10,10,8,10,9
furry,23,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,,service,technical_college,8,Several times a year,Monthly,10,10,,10,10,9,10,10,10,2
furry,16,Mostly female,cisgender,Mostly heterosexual,us,Agnostic,student,ongoing_highschool,10,Yearly,Weekly,10,9,,10,10,10,8,10,9,9
fur_fan,18,"Male, completely",cisgender,"Bisexual, leaning heterosexual",ca,Atheist,student,ongoing_highschool,4,Never,Weekly,10,7,,7,7,10,7,10,7,7
furry,18,"Male, completely",cisgender,Mostly heterosexual,us,"Christian, Protestant",student,ongoing_highschool,4,Weekly,Never,8,10,,7,7,10,5,10,8,8
furry,18,"Male, completely",cisgender,Mostly heterosexual,gb,Agnostic,student,ongoing_highschool,5,Never,Never,10,10,,10,10,9,8,9,7,7
fur_fan,17,Mostly male,transgender,Other,at,Agnostic,student,ongoing_highschool,,Never,Monthly,5,4,,10,9,9,4,9,8,8
furry,0,"Male, completely",cisgender,"Bisexual, leaning homosexual",gb,Agnostic,student,graduate_highschool,8,Less than once a year,Several times a month,10,10,,10,10,10,10,10,10,10
furry,22,"Male, completely",cisgender,Completely homosexual,my,"Christian, Protestant",student,ongoing_university,10,Never,Never,10,10,,10,10,10,10,10,10,10
furry,15,"Male, completely",cisgender,Asexual,ca,Atheist,student,ongoing_highschool,10,Never,Never,8,9,,10,8,8,7,10,10,5
fur_fan,18,"Female, completely",cisgender,Bisexual,us,"Christian, Catholic",student,ongoing_highschool,2,Never,Several times a month,6,1,,1,1,8,4,10,10,10
furry_lifestyler,26,"Male, completely",cisgender,Completely homosexual,us,,Other,some_university,10,Daily,Never,10,10,,10,5,10,10,8,7,8
furry,18,Neutrois/agender,complicated,"Bisexual, leaning homosexual",us,Atheist,student,ongoing_highschool,7,Never,Daily,10,5,,10,10,10,8,10,10,7
furry,27,Other,transgender,Asexual,us,Agnostic,student,Other,7,Never,Weekly,10,10,,10,10,10,10,10,8,8
