How old are you?,What gender do you identify as?,Does your gender identity align with your sex assigned at birth?,What species is your primary character?,Where in the world are you located?,What religion do you identify with?,"If we cannot observe something, it may as well not exist.","There is/are no God, gods, or deities.","There is no such thing as truth, only opinions.",Morality is a social construct.,"Sometimes, it is better for individuals to have rights taken away, in order to protect others within a society.","When in Rome, do as the Romans do.",People require a national identity to understand themselves.,The only things we can be said to know are things we have experienced.,Science is the surest path to knowledge.,Some races require different treatment than others.,It is impossible for us to know if other beings are self-aware.,"Without a belief in God, any action becomes permissible.","It is better to hold false but comforting beliefs, than to know something disturbing.",The ends can justify the means.,"Everything has a scientific, naturalistic explanation.","There is an objective reality, which exists independently from us.",The most important goal of life is to become happy.,"People posses free will, and are able to make choices as individual agents.","Certain things, such as racism, sexism, and homophobia, are always wrong, regardless of context.",The media positively contributes to liberal democracy.,We posses no knowledge at birth.,Our perceptions accurately represent reality.,Free market economics is the best way to distribute wealth.,Different societies ought to keep to themselves.
20,,cisgender,polymorphic,us,,slightly_agree,slightly_agree,strongly_disagree,agree,agree,disagree,disagree,disagree,strongly_agree,disagree,agree,strongly_disagree,neutral,agree,neutral,neutral,disagree,agree,slightly_agree,neutral,neutral,slightly_agree,dont_know,disagree
12,,cisgender,redfox,gb,There are two Atheist buttons.,strongly_disagree,strongly_agree,slightly_agree,slightly_disagree,disagree,neutral,disagree,neutral,agree,disagree,slightly_disagree,strongly_disagree,slightly_disagree,neutral,agree,neutral,neutral,strongly_agree,agree,disagree,slightly_disagree,slightly_disagree,neutral,disagree
24,,cisgender,tiger,cn,,strongly_agree,strongly_disagree,disagree,agree,strongly_agree,slightly_agree,disagree,strongly_disagree,slightly_agree,slightly_agree,strongly_agree,strongly_disagree,strongly_disagree,disagree,neutral,agree,agree,slightly_disagree,slightly_disagree,agree,slightly_disagree,slightly_disagree,neutral,agree
21,,cisgender,raccoon,cn,,disagree,agree,agree,slightly_agree,slightly_disagree,neutral,slightly_disagree,slightly_agree,neutral,dont_know,slightly_agree,dont_know,slightly_disagree,slightly_agree,neutral,slightly_agree,agree,agree,dont_know,slightly_agree,slightly_disagree,dont_know,slightly_disagree,neutral
34,,transgender,othercanine,fr,,agree,strongly_agree,disagree,agree,slightly_agree,strongly_agree,strongly_disagree,agree,agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,dont_know,dont_know,strongly_agree,neutral,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree
29,,cisgender,rabbit,us,,agree,agree,disagree,slightly_agree,slightly_disagree,slightly_agree,slightly_disagree,slightly_agree,agree,strongly_disagree,disagree,strongly_disagree,slightly_disagree,slightly_disagree,agree,agree,slightly_agree,agree,agree,neutral,agree,neutral,strongly_disagree,slightly_disagree
25,,cisgender,rabbit,us,,disagree,dont_know,disagree,slightly_agree,agree,neutral,strongly_disagree,slightly_agree,agree,slightly_disagree,strongly_agree,strongly_disagree,disagree,slightly_agree,agree,dont_know,strongly_agree,strongly_agree,dont_know,strongly_disagree,agree,slightly_disagree,dont_know,dont_know
22,,cisgender,otherfox,,,slightly_agree,neutral,slightly_agree,agree,slightly_agree,slightly_disagree,disagree,slightly_agree,slightly_agree,strongly_disagree,dont_know,disagree,slightly_agree,dont_know,slightly_agree,slightly_agree,dont_know,slightly_disagree,slightly_agree,disagree,slightly_agree,strongly_disagree,slightly_disagree,disagree
30,,cisgender,wolf,us,Mormon,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,dont_know,neutral,neutral,agree,disagree,neutral,slightly_disagree,neutral,dont_know,strongly_agree,dont_know,strongly_agree,strongly_agree,slightly_agree,neutral,dont_know,neutral,agree,disagree
17,,cisgender,anthro,nl,,disagree,agree,strongly_disagree,dont_know,slightly_agree,dont_know,neutral,disagree,agree,disagree,strongly_disagree,strongly_disagree,disagree,dont_know,agree,dont_know,strongly_agree,strongly_agree,agree,slightly_agree,slightly_disagree,dont_know,slightly_disagree,slightly_agree
30,,cisgender,wolf,nl,Secular Humanist,strongly_agree,agree,disagree,strongly_agree,agree,slightly_disagree,disagree,disagree,strongly_agree,strongly_disagree,disagree,strongly_disagree,disagree,slightly_disagree,strongly_agree,strongly_agree,slightly_agree,slightly_agree,strongly_agree,slightly_disagree,agree,disagree,slightly_disagree,disagree
25,,complicated,otherfeline,us,,disagree,agree,strongly_disagree,slightly_disagree,slightly_agree,neutral,strongly_disagree,disagree,slightly_disagree,agree,slightly_disagree,strongly_disagree,strongly_disagree,slightly_disagree,slightly_disagree,agree,slightly_agree,strongly_agree,agree,disagree,slightly_disagree,slightly_agree,strongly_disagree,strongly_disagree
22,,cisgender,horse,us,,slightly_agree,strongly_agree,slightly_agree,slightly_agree,strongly_agree,slightly_agree,slightly_disagree,slightly_disagree,agree,neutral,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,slightly_agree,disagree,strongly_agree,slightly_agree,disagree,disagree,dont_know,slightly_disagree
29,Agender ie gender irrelevant,transgender,dragon,us,,disagree,strongly_agree,neutral,strongly_agree,strongly_disagree,neutral,strongly_disagree,disagree,agree,agree,disagree,strongly_disagree,strongly_disagree,strongly_agree,agree,dont_know,slightly_agree,slightly_agree,slightly_disagree,dont_know,strongly_disagree,slightly_disagree,slightly_agree,slightly_disagree
23,,cisgender,othermarsupial,us,,slightly_disagree,disagree,disagree,slightly_disagree,disagree,disagree,strongly_disagree,neutral,slightly_agree,strongly_disagree,disagree,disagree,neutral,slightly_disagree,disagree,neutral,strongly_agree,strongly_agree,agree,dont_know,slightly_disagree,slightly_disagree,slightly_disagree,neutral
23,,cisgender,hyaena,us,,disagree,agree,disagree,agree,agree,slightly_disagree,strongly_disagree,disagree,slightly_agree,slightly_agree,disagree,strongly_disagree,slightly_disagree,slightly_agree,slightly_agree,strongly_agree,neutral,agree,agree,disagree,agree,disagree,strongly_disagree,disagree
17,,cisgender,raccoon,us,Apatheist,disagree,neutral,slightly_disagree,strongly_disagree,slightly_disagree,disagree,neutral,slightly_agree,slightly_agree,disagree,slightly_agree,disagree,disagree,slightly_disagree,slightly_disagree,slightly_agree,strongly_agree,agree,agree,strongly_disagree,slightly_disagree,slightly_agree,neutral,neutral
28,,cisgender,otherungulate,us,,slightly_agree,strongly_agree,disagree,neutral,strongly_agree,slightly_agree,neutral,slightly_disagree,strongly_agree,dont_know,slightly_agree,strongly_disagree,neutral,slightly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,neutral,strongly_agree,disagree,strongly_disagree,strongly_disagree
21,,cisgender,domesticcat,us,,strongly_disagree,strongly_disagree,disagree,slightly_disagree,agree,slightly_agree,strongly_disagree,disagree,slightly_agree,slightly_agree,agree,agree,strongly_disagree,strongly_disagree,disagree,strongly_agree,strongly_disagree,agree,strongly_agree,neutral,slightly_disagree,slightly_disagree,disagree,strongly_disagree
20,,cisgender,,my,,disagree,slightly_disagree,strongly_disagree,agree,slightly_agree,strongly_agree,slightly_agree,disagree,strongly_agree,neutral,agree,slightly_disagree,slightly_disagree,neutral,slightly_disagree,dont_know,agree,agree,agree,neutral,agree,slightly_agree,strongly_agree,disagree
42,,transgender,coyote,us,,slightly_disagree,agree,disagree,agree,neutral,disagree,strongly_disagree,neutral,strongly_agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,disagree,agree,slightly_agree,disagree,neutral,slightly_agree,slightly_disagree,agree,strongly_disagree,strongly_disagree,disagree
17,,cisgender,fennec,us,,disagree,slightly_agree,disagree,agree,disagree,slightly_agree,slightly_disagree,slightly_agree,strongly_agree,disagree,slightly_disagree,disagree,strongly_disagree,slightly_agree,agree,neutral,slightly_agree,agree,strongly_agree,dont_know,strongly_agree,slightly_disagree,neutral,neutral
24,,cisgender,redfox,us,,disagree,agree,slightly_disagree,disagree,disagree,strongly_disagree,strongly_disagree,disagree,agree,slightly_disagree,agree,strongly_disagree,disagree,agree,agree,slightly_agree,agree,neutral,agree,slightly_agree,agree,disagree,slightly_agree,disagree
21,,cisgender,arcticfox,hu,Acrostic - The whole thing puzzles me,disagree,neutral,disagree,agree,slightly_disagree,disagree,strongly_disagree,slightly_agree,strongly_agree,agree,disagree,disagree,neutral,agree,strongly_agree,slightly_disagree,strongly_agree,slightly_agree,agree,strongly_disagree,agree,slightly_disagree,disagree,agree
16,,cisgender,lion,gb,Agnostic Athiest,disagree,neutral,slightly_disagree,dont_know,strongly_agree,disagree,disagree,agree,strongly_agree,strongly_disagree,strongly_agree,dont_know,agree,strongly_agree,slightly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,disagree,strongly_agree,neutral,agree,agree
23,,cisgender,redfox,ca,,agree,agree,neutral,strongly_agree,disagree,slightly_disagree,strongly_disagree,slightly_disagree,strongly_agree,disagree,slightly_agree,strongly_disagree,strongly_disagree,agree,agree,dont_know,agree,dont_know,neutral,slightly_disagree,dont_know,disagree,slightly_disagree,disagree
17,,cisgender,dragon,gb,Skeptical,agree,agree,slightly_agree,slightly_agree,agree,strongly_agree,neutral,strongly_agree,strongly_agree,neutral,disagree,strongly_disagree,disagree,slightly_agree,strongly_agree,neutral,strongly_agree,strongly_agree,strongly_agree,dont_know,dont_know,dont_know,dont_know,slightly_disagree
23,,transgender,otherungulate,us,,disagree,strongly_disagree,strongly_agree,strongly_agree,slightly_agree,agree,dont_know,neutral,agree,slightly_agree,slightly_agree,neutral,strongly_disagree,strongly_agree,agree,agree,strongly_agree,neutral,agree,disagree,disagree,strongly_agree,dont_know,strongly_disagree
42,,cisgender,redfox,gb,,disagree,disagree,disagree,agree,agree,slightly_agree,neutral,slightly_agree,slightly_agree,slightly_agree,disagree,disagree,disagree,neutral,slightly_agree,neutral,slightly_agree,agree,agree,disagree,agree,disagree,neutral,slightly_disagree
29,,transgender,lion,us,,slightly_agree,slightly_agree,disagree,agree,neutral,disagree,strongly_disagree,disagree,agree,strongly_disagree,disagree,strongly_disagree,disagree,slightly_disagree,slightly_agree,dont_know,disagree,disagree,agree,disagree,slightly_disagree,dont_know,dont_know,strongly_disagree
15,,cisgender,redfox,cr,,slightly_disagree,slightly_disagree,neutral,neutral,slightly_disagree,slightly_agree,slightly_disagree,disagree,slightly_disagree,strongly_disagree,disagree,disagree,neutral,neutral,dont_know,neutral,strongly_agree,agree,strongly_agree,agree,strongly_disagree,agree,neutral,neutral
18,,cisgender,wolf,fr,,slightly_disagree,strongly_agree,slightly_disagree,strongly_agree,slightly_disagree,disagree,agree,slightly_agree,strongly_agree,strongly_disagree,disagree,neutral,agree,slightly_agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,agree,disagree,agree
28,,cisgender,dragon,my,,agree,slightly_agree,slightly_agree,agree,neutral,slightly_agree,slightly_agree,strongly_agree,strongly_agree,strongly_disagree,disagree,disagree,disagree,slightly_disagree,agree,slightly_agree,strongly_agree,agree,strongly_agree,neutral,agree,slightly_agree,neutral,slightly_agree
33,,cisgender,redfox,us,,agree,disagree,strongly_disagree,slightly_disagree,strongly_disagree,slightly_agree,strongly_disagree,strongly_disagree,slightly_agree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,strongly_disagree,strongly_agree,strongly_agree,disagree,strongly_agree,strongly_agree,agree,strongly_agree,slightly_disagree,agree,strongly_disagree
28,,cisgender,coyote,us,,disagree,strongly_disagree,disagree,disagree,disagree,neutral,neutral,slightly_disagree,disagree,neutral,slightly_disagree,agree,disagree,disagree,disagree,agree,disagree,agree,slightly_disagree,slightly_disagree,slightly_agree,slightly_agree,agree,neutral
32,,cisgender,fennec,us,,strongly_disagree,strongly_disagree,disagree,slightly_disagree,strongly_disagree,neutral,slightly_disagree,disagree,agree,strongly_disagree,neutral,slightly_disagree,disagree,disagree,agree,neutral,slightly_agree,strongly_agree,strongly_agree,neutral,agree,slightly_disagree,slightly_agree,slightly_disagree
19,,cisgender,redfox,us,complicated,strongly_disagree,dont_know,strongly_disagree,neutral,slightly_agree,neutral,strongly_agree,neutral,strongly_agree,strongly_disagree,strongly_agree,slightly_agree,disagree,neutral,agree,slightly_agree,agree,strongly_agree,strongly_agree,agree,slightly_agree,strongly_agree,agree,strongly_agree
17,,cisgender,dragon,mx,,agree,slightly_agree,disagree,agree,slightly_agree,strongly_disagree,strongly_disagree,dont_know,strongly_agree,strongly_disagree,slightly_disagree,disagree,strongly_disagree,neutral,strongly_agree,strongly_agree,dont_know,dont_know,strongly_agree,neutral,slightly_agree,disagree,slightly_agree,disagree
26,,cisgender,wolf,us,,disagree,neutral,disagree,agree,disagree,slightly_agree,strongly_disagree,slightly_agree,agree,strongly_disagree,slightly_agree,slightly_disagree,disagree,agree,agree,neutral,agree,neutral,slightly_agree,slightly_disagree,neutral,slightly_disagree,strongly_disagree,slightly_disagree
15,,cisgender,otherfox,us,,strongly_agree,strongly_agree,slightly_agree,neutral,slightly_disagree,slightly_agree,neutral,slightly_agree,strongly_agree,disagree,strongly_agree,strongly_disagree,slightly_agree,dont_know,strongly_agree,dont_know,slightly_agree,agree,strongly_agree,dont_know,strongly_agree,agree,dont_know,strongly_disagree
27,,complicated,otherreptile,us,,strongly_disagree,slightly_disagree,disagree,agree,strongly_disagree,slightly_agree,strongly_disagree,neutral,strongly_agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,disagree,agree,strongly_agree,agree,strongly_agree,strongly_agree,disagree,slightly_disagree,strongly_disagree,slightly_disagree,disagree
19,,cisgender,riverotter,br,,slightly_disagree,neutral,slightly_disagree,slightly_agree,slightly_agree,neutral,disagree,disagree,agree,strongly_disagree,slightly_disagree,disagree,slightly_disagree,neutral,agree,neutral,agree,slightly_agree,slightly_agree,neutral,slightly_disagree,slightly_disagree,slightly_disagree,disagree
24,,transgender,polymorphic,us,,agree,strongly_agree,neutral,strongly_agree,disagree,disagree,strongly_disagree,disagree,strongly_agree,disagree,slightly_disagree,neutral,strongly_disagree,slightly_agree,agree,strongly_agree,slightly_disagree,agree,neutral,slightly_agree,disagree,slightly_agree,slightly_agree,disagree
20,,transgender,bat,us,Unaffliated,disagree,strongly_disagree,dont_know,dont_know,slightly_disagree,slightly_agree,strongly_disagree,slightly_disagree,neutral,strongly_disagree,dont_know,dont_know,neutral,dont_know,slightly_disagree,dont_know,neutral,neutral,strongly_agree,dont_know,dont_know,slightly_disagree,dont_know,strongly_disagree
21,,cisgender,anthro,us,,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,slightly_agree,agree,slightly_agree,strongly_disagree,strongly_disagree,agree,strongly_disagree,slightly_disagree,strongly_disagree,slightly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,slightly_agree,strongly_agree,slightly_disagree
18,,cisgender,germanshepherd,us,,strongly_disagree,strongly_agree,slightly_agree,agree,strongly_agree,agree,strongly_disagree,agree,strongly_agree,slightly_agree,agree,strongly_disagree,agree,disagree,strongly_agree,agree,strongly_agree,agree,slightly_disagree,disagree,agree,strongly_disagree,strongly_disagree,disagree
24,,cisgender,domesticcat,us,,slightly_agree,neutral,disagree,strongly_disagree,strongly_agree,neutral,slightly_disagree,neutral,agree,strongly_disagree,agree,strongly_disagree,slightly_agree,agree,agree,neutral,agree,strongly_agree,agree,neutral,slightly_agree,slightly_agree,slightly_agree,disagree
19,,cisgender,redfox,br,,disagree,strongly_disagree,agree,agree,neutral,slightly_disagree,slightly_disagree,neutral,strongly_agree,strongly_disagree,slightly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,slightly_agree,strongly_agree,dont_know,neutral,agree,slightly_disagree,slightly_agree,slightly_disagree,dont_know
17,,cisgender,otherfox,us,,slightly_agree,agree,slightly_disagree,agree,agree,slightly_agree,disagree,slightly_agree,agree,disagree,agree,disagree,disagree,agree,agree,dont_know,agree,agree,slightly_agree,disagree,agree,disagree,slightly_agree,slightly_agree
22,,cisgender,mouse,dk,,disagree,neutral,strongly_disagree,strongly_agree,strongly_disagree,slightly_agree,strongly_disagree,slightly_agree,strongly_agree,strongly_disagree,agree,strongly_disagree,disagree,disagree,strongly_agree,strongly_agree,slightly_agree,agree,strongly_agree,neutral,strongly_agree,strongly_disagree,disagree,neutral
28,,complicated,coyote,us,,strongly_disagree,disagree,disagree,slightly_agree,strongly_disagree,strongly_disagree,disagree,agree,strongly_agree,neutral,strongly_disagree,strongly_disagree,strongly_disagree,slightly_agree,strongly_agree,strongly_agree,slightly_agree,strongly_agree,agree,strongly_disagree,agree,strongly_disagree,strongly_agree,strongly_agree
46,,,cougar,ca,,agree,strongly_agree,slightly_agree,slightly_agree,strongly_agree,slightly_agree,slightly_disagree,slightly_agree,agree,slightly_agree,agree,strongly_disagree,disagree,neutral,agree,slightly_agree,agree,slightly_agree,strongly_agree,slightly_disagree,agree,slightly_agree,disagree,disagree
19,,cisgender,anthro,us,,neutral,agree,disagree,strongly_agree,slightly_agree,strongly_agree,neutral,agree,strongly_agree,agree,strongly_agree,strongly_disagree,disagree,dont_know,strongly_agree,dont_know,strongly_agree,strongly_agree,neutral,dont_know,disagree,disagree,neutral,slightly_disagree
13,,cisgender,leopard,us,,disagree,strongly_agree,slightly_agree,strongly_agree,slightly_agree,slightly_disagree,slightly_disagree,agree,strongly_agree,strongly_disagree,neutral,strongly_disagree,disagree,disagree,slightly_disagree,neutral,agree,agree,strongly_agree,neutral,slightly_disagree,disagree,neutral,disagree
24,,cisgender,otherfeline,us,,disagree,agree,strongly_disagree,slightly_agree,agree,neutral,disagree,slightly_disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_disagree,disagree,slightly_disagree,strongly_agree,dont_know,strongly_agree,strongly_agree,strongly_agree,dont_know,agree,neutral,dont_know,disagree
19,,complicated,otherdog,gb,I don't label,disagree,agree,disagree,strongly_agree,agree,slightly_disagree,slightly_agree,agree,slightly_disagree,strongly_disagree,neutral,strongly_disagree,strongly_disagree,slightly_agree,strongly_disagree,slightly_agree,disagree,strongly_agree,strongly_disagree,neutral,neutral,disagree,disagree,slightly_disagree
17,,cisgender,greyfox,us,Christian- non-denominational ,disagree,strongly_disagree,slightly_agree,slightly_agree,strongly_disagree,disagree,disagree,neutral,neutral,strongly_disagree,strongly_agree,slightly_agree,slightly_disagree,neutral,disagree,neutral,slightly_agree,strongly_agree,strongly_agree,neutral,agree,disagree,agree,neutral
26,,cisgender,dinosaur,us,Deist,slightly_disagree,disagree,dont_know,slightly_agree,slightly_disagree,neutral,disagree,agree,agree,disagree,neutral,strongly_disagree,neutral,slightly_agree,neutral,dont_know,agree,agree,agree,neutral,slightly_agree,neutral,slightly_disagree,disagree
16,,cisgender,otherfeline,us,,strongly_agree,agree,strongly_disagree,agree,strongly_disagree,neutral,strongly_disagree,neutral,strongly_agree,disagree,agree,strongly_disagree,strongly_disagree,slightly_agree,strongly_agree,neutral,strongly_agree,agree,strongly_agree,disagree,disagree,strongly_agree,slightly_disagree,strongly_disagree
18,,cisgender,deer,gb,,strongly_disagree,neutral,slightly_agree,agree,neutral,strongly_disagree,strongly_disagree,agree,disagree,dont_know,slightly_agree,slightly_agree,slightly_disagree,slightly_agree,disagree,agree,agree,agree,neutral,strongly_disagree,disagree,disagree,disagree,disagree
,,complicated,lizard,ca,Draconic Wiccan,slightly_disagree,strongly_disagree,neutral,slightly_disagree,disagree,disagree,dont_know,strongly_agree,slightly_agree,strongly_disagree,disagree,dont_know,strongly_disagree,neutral,disagree,slightly_agree,neutral,strongly_agree,strongly_agree,strongly_disagree,dont_know,slightly_disagree,dont_know,strongly_disagree
16,,cisgender,husky,us,,slightly_agree,agree,strongly_disagree,disagree,neutral,dont_know,slightly_disagree,slightly_agree,neutral,neutral,slightly_disagree,dont_know,strongly_disagree,dont_know,slightly_disagree,neutral,slightly_agree,slightly_agree,slightly_agree,dont_know,slightly_disagree,strongly_disagree,strongly_disagree,slightly_agree
13 1/2 years,,complicated,anthro,us,,slightly_agree,neutral,disagree,strongly_agree,neutral,dont_know,slightly_disagree,disagree,agree,disagree,slightly_disagree,neutral,strongly_disagree,neutral,slightly_agree,dont_know,slightly_disagree,strongly_agree,slightly_agree,dont_know,agree,slightly_disagree,neutral,slightly_disagree
23,,cisgender,greyfox,us,Christian - Mormon,strongly_disagree,strongly_disagree,strongly_disagree,slightly_disagree,slightly_agree,disagree,slightly_disagree,agree,slightly_disagree,disagree,strongly_disagree,slightly_disagree,disagree,disagree,slightly_agree,dont_know,neutral,strongly_agree,strongly_agree,dont_know,disagree,disagree,agree,disagree
34,,complicated,polymorphic,us,,slightly_agree,strongly_agree,strongly_disagree,slightly_agree,slightly_agree,neutral,strongly_disagree,slightly_disagree,strongly_agree,disagree,slightly_agree,strongly_disagree,strongly_disagree,disagree,strongly_agree,strongly_agree,slightly_agree,slightly_agree,agree,disagree,slightly_agree,disagree,strongly_disagree,slightly_disagree
31,,cisgender,bat,us,None,strongly_agree,agree,strongly_disagree,agree,slightly_agree,slightly_agree,disagree,disagree,strongly_agree,disagree,disagree,strongly_disagree,neutral,disagree,strongly_agree,strongly_agree,slightly_agree,agree,agree,disagree,agree,slightly_disagree,strongly_disagree,disagree
53,,cisgender,grizzlybear,us,,agree,strongly_agree,slightly_agree,agree,agree,slightly_agree,slightly_disagree,disagree,strongly_agree,neutral,disagree,strongly_disagree,strongly_disagree,slightly_disagree,agree,strongly_agree,agree,slightly_agree,agree,slightly_agree,slightly_disagree,disagree,neutral,disagree
26,,cisgender,redpanda,us,,strongly_disagree,strongly_disagree,strongly_disagree,slightly_agree,slightly_disagree,slightly_agree,disagree,disagree,slightly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,disagree,agree,strongly_agree,strongly_agree,agree,disagree,neutral,slightly_disagree,slightly_disagree,disagree
32,,cisgender,dragon,us,,disagree,neutral,agree,agree,agree,agree,strongly_disagree,slightly_disagree,agree,strongly_disagree,neutral,strongly_disagree,disagree,neutral,strongly_agree,slightly_agree,slightly_agree,strongly_agree,strongly_agree,neutral,slightly_disagree,disagree,dont_know,neutral
35,,cisgender,otherfeline,us,,disagree,neutral,disagree,slightly_agree,slightly_agree,slightly_disagree,disagree,slightly_agree,agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,slightly_agree,agree,neutral,slightly_agree,agree,strongly_agree,slightly_agree,dont_know,slightly_disagree,neutral,strongly_disagree
21,,cisgender,dragon,us,,disagree,slightly_agree,strongly_disagree,slightly_agree,neutral,slightly_agree,slightly_disagree,agree,agree,agree,strongly_disagree,strongly_disagree,strongly_disagree,slightly_disagree,agree,dont_know,agree,strongly_agree,agree,dont_know,agree,slightly_disagree,disagree,strongly_disagree
18,,complicated,domesticcat,us,Unitarian Universalist,strongly_disagree,dont_know,disagree,agree,slightly_agree,neutral,strongly_disagree,agree,agree,strongly_disagree,slightly_disagree,strongly_disagree,strongly_disagree,slightly_agree,strongly_agree,dont_know,dont_know,strongly_agree,strongly_agree,disagree,dont_know,slightly_disagree,slightly_disagree,strongly_disagree
30,,cisgender,lion,us,,slightly_agree,neutral,slightly_agree,disagree,slightly_agree,neutral,strongly_disagree,slightly_agree,agree,strongly_disagree,strongly_disagree,strongly_disagree,slightly_disagree,slightly_disagree,neutral,neutral,agree,strongly_agree,strongly_agree,slightly_disagree,slightly_agree,slightly_agree,slightly_disagree,strongly_disagree
18,,cisgender,redfox,at,,agree,agree,agree,strongly_agree,slightly_agree,agree,disagree,slightly_disagree,strongly_agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,slightly_agree,agree,slightly_agree,neutral,agree,agree,agree,disagree,disagree,slightly_disagree,disagree
16,,cisgender,othercanine,us,,dont_know,disagree,disagree,neutral,strongly_disagree,dont_know,disagree,slightly_disagree,disagree,slightly_agree,dont_know,neutral,disagree,slightly_agree,dont_know,dont_know,neutral,agree,strongly_disagree,dont_know,disagree,agree,agree,disagree
34,,cisgender,anthro,us,,strongly_disagree,dont_know,dont_know,strongly_agree,dont_know,dont_know,dont_know,neutral,slightly_agree,neutral,neutral,strongly_disagree,dont_know,neutral,slightly_agree,neutral,disagree,strongly_agree,neutral,strongly_disagree,slightly_disagree,disagree,neutral,neutral
32,,cisgender,tiger,ca,all are equal,strongly_disagree,strongly_disagree,neutral,strongly_agree,agree,slightly_agree,strongly_disagree,agree,agree,disagree,disagree,slightly_agree,dont_know,agree,slightly_disagree,slightly_agree,agree,strongly_agree,strongly_agree,neutral,slightly_disagree,slightly_agree,dont_know,strongly_disagree
25,,cisgender,otherdog,us,,agree,agree,strongly_disagree,slightly_agree,disagree,slightly_agree,strongly_disagree,disagree,agree,dont_know,disagree,strongly_disagree,disagree,slightly_agree,agree,strongly_agree,slightly_agree,strongly_agree,agree,disagree,disagree,slightly_agree,slightly_agree,neutral
26,,complicated,domesticcat,gb,,strongly_disagree,strongly_disagree,strongly_disagree,disagree,agree,disagree,strongly_disagree,disagree,agree,strongly_disagree,disagree,strongly_disagree,disagree,slightly_agree,agree,strongly_agree,disagree,agree,strongly_agree,disagree,disagree,disagree,strongly_disagree,strongly_disagree
36,,cisgender,otherdog,au,,disagree,strongly_agree,strongly_agree,strongly_agree,agree,disagree,disagree,strongly_disagree,strongly_agree,strongly_disagree,slightly_disagree,strongly_disagree,strongly_disagree,agree,strongly_agree,strongly_agree,neutral,disagree,strongly_agree,slightly_disagree,slightly_disagree,strongly_disagree,disagree,strongly_disagree
22,,cisgender,otherdog,us,Apathetic ,slightly_disagree,agree,disagree,neutral,slightly_agree,agree,neutral,slightly_disagree,disagree,slightly_agree,slightly_agree,disagree,slightly_agree,slightly_agree,agree,disagree,agree,agree,agree,slightly_agree,disagree,slightly_agree,neutral,disagree
34,,cisgender,wolf,ru,,neutral,slightly_agree,disagree,slightly_agree,disagree,agree,neutral,agree,strongly_agree,disagree,slightly_agree,strongly_disagree,strongly_disagree,strongly_disagree,agree,agree,disagree,neutral,agree,disagree,agree,disagree,neutral,disagree
20,,cisgender,,dk,,strongly_agree,strongly_agree,strongly_disagree,agree,slightly_agree,strongly_agree,slightly_agree,dont_know,strongly_agree,strongly_disagree,slightly_agree,strongly_disagree,strongly_disagree,neutral,strongly_agree,dont_know,dont_know,strongly_agree,strongly_agree,slightly_agree,dont_know,neutral,slightly_agree,neutral
24,,cisgender,anthro,pl,,slightly_disagree,strongly_agree,strongly_disagree,disagree,disagree,agree,strongly_disagree,slightly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,neutral,strongly_agree,slightly_agree,strongly_disagree,disagree
18,,cisgender,wolf,us,,slightly_disagree,disagree,disagree,agree,disagree,disagree,strongly_disagree,slightly_disagree,agree,disagree,neutral,disagree,strongly_disagree,agree,strongly_agree,disagree,neutral,slightly_agree,neutral,disagree,slightly_agree,slightly_agree,slightly_disagree,strongly_disagree
15,genderqueer,complicated,anthro,us,witch,strongly_disagree,slightly_agree,slightly_disagree,slightly_disagree,slightly_agree,neutral,slightly_disagree,agree,neutral,strongly_disagree,slightly_disagree,strongly_disagree,disagree,slightly_disagree,disagree,slightly_agree,neutral,agree,strongly_agree,agree,slightly_agree,slightly_disagree,disagree,strongly_disagree
46,,cisgender,grizzlybear,us,,slightly_agree,slightly_agree,neutral,slightly_disagree,disagree,slightly_disagree,disagree,slightly_disagree,slightly_agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,disagree,slightly_agree,slightly_agree,slightly_agree,strongly_agree,agree,neutral,slightly_agree,slightly_disagree,strongly_disagree,strongly_disagree
28,,cisgender,othermusteloid,us,,agree,agree,disagree,disagree,slightly_disagree,disagree,disagree,disagree,agree,disagree,agree,disagree,disagree,disagree,agree,slightly_agree,neutral,agree,agree,neutral,agree,slightly_disagree,agree,disagree
