age,species
20,animal_redfox
20,animal_raccoon
20,animal_other
31,animal_wolf
31,animal_other
30,animal_otherfeline
30,animal_other
24,animal_redfox
24,animal_raccoon
19,animal_redfox
22,animal_raven
22,animal_coyote
21,animal_wolf
21,animal_otherungulate
28,animal_brownbear
28,animal_grizzlybear
28,animal_otherbear
47,animal_other
47,animal_bat
21,animal_husky
32,animal_coyote
26,animal_husky
23,animal_polarbear
18,animal_collie
21,animal_brownbear
21,animal_otherbear
25,animal_wolf
25,animal_riverotter
25,animal_other
18,animal_leopard
20,animal_otherfox
20,animal_domesticcat
20,animal_dragon
20,animal_dinosaur
20,animal_deer
20,animal_polarbear
20,animal_wolf
20,animal_redfox
22,animal_wolf
22,animal_husky
24,animal_other
24,animal_germanshepherd
24,animal_dragon
27,animal_otherfox
24,animal_domesticcat
21,animal_wolf
32,animal_redfox
23,animal_wolf
22,animal_other
28,animal_rabbit
27,animal_otherdog
27,animal_tiger
27,animal_otherungulate
35,animal_skunk
29,animal_wolf
41,animal_riverotter
41,animal_rabbit
21,animal_otherbird
19,animal_husky
55,animal_wolf
30,animal_other
30,animal_griffin
28,animal_other
20,animal_redfox
21,animal_otherdog
24,animal_husky
24,animal_dragon
24,animal_otherreptile
24,animal_redpanda
24,animal_other
15,animal_skunk
15,animal_pandabear
23,animal_coyote
21,animal_domesticcat
34,animal_dragon
22,animal_coyote
29,animal_wolf
24,animal_dragon
26,animal_wolf
26,animal_arcticfox
26,animal_husky
26,animal_tiger
26,animal_leopard
26,animal_snowleopard
26,animal_panther
26,animal_cheetah
26,animal_domesticcat
26,animal_raptor
26,animal_hyaena
24,animal_wolf
23,animal_otherdog
19,animal_wolf
19,animal_otherfox
19,animal_domesticcat
19,animal_other
28,animal_husky
28,animal_horse
25,animal_lizard
25,animal_raptor
28,animal_wolf
28,animal_redfox
28,animal_grizzlybear
16,animal_coyote
24,animal_wolf
24,animal_redfox
24,animal_dragon
19,animal_other
26,animal_husky
20,animal_wolf
22,animal_otherfeline
22,animal_other
22,animal_redfox
19,animal_redfox
22,animal_otherfox
46,animal_arcticfox
18,animal_wolf
17,animal_wolf
17,animal_otherdog
17,animal_otherungulate
17,animal_raptor
17,animal_othermarsupial
26,animal_otherreptile
33,animal_leopard
33,animal_panther
33,animal_other
23,animal_otherfeline
23,animal_dragon
24,animal_jackal
24,animal_othercanine
24,animal_otherfeline
24,animal_dragon
24,animal_lizard
24,animal_otherreptile
24,animal_othermustelid
24,animal_polarbear
24,animal_other
24,animal_raven
24,animal_raptor
24,animal_otherbird
19,animal_wolf
19,animal_snowleopard
19,animal_panther
27,animal_wolf
27,animal_husky
27,animal_otherdog
27,animal_otherungulate
30,animal_otherfeline
30,animal_otherungulate
35,animal_otherungulate
35,animal_other
33,animal_otherbird
33,animal_kangaroo
30,animal_lion
18,animal_raccoon
25,animal_domesticcat
28,animal_wolf
28,animal_otherdog
28,animal_domesticcat
28,animal_other
28,animal_hyaena
29,animal_dragon
23,animal_cheetah
34,animal_wolf
34,animal_horse
34,animal_other
34,animal_raptor
18,animal_otherdog
27,animal_othercanine
21,animal_wolf
21,animal_husky
23,animal_wolf
23,animal_greyfox
23,animal_otherdog
23,animal_raccoon
23,animal_otherbear
23,animal_rat
28,animal_domesticcat
28,animal_otherungulate
17,animal_bat
19,animal_redpanda
1,animal_wolf
18,animal_otherdog
18,animal_domesticcat
28,animal_redfox
19,animal_lizard
32,animal_otherfox
32,animal_coyote
32,animal_otherdog
32,animal_snowleopard
32,animal_otherfeline
32,animal_other
32,animal_hyaena
19,animal_germanshepherd
25,animal_wolf
25,animal_dragon
22,animal_wolf
22,animal_redfox
22,animal_tiger
22,animal_raven
24,animal_otherfox
24,animal_otherfeline
17,animal_dragon
17,animal_raven
22,animal_griffin
20,animal_redfox
20,animal_dragon
20,animal_other
20,animal_bat
18,animal_otherfox
18,animal_dragon
24,animal_wolf
24,animal_cheetah
24,animal_dragon
24,animal_other
34,animal_wolf
34,animal_otherfeline
28,animal_otherbird
23,animal_other
28,animal_wolf
28,animal_lion
28,animal_cougar
28,animal_horse
28,animal_other
29,animal_other
22,animal_wolf
22,animal_other
1,animal_dragon
1,animal_lizard
1,animal_other
18,animal_otherdog
23,animal_wolf
16,animal_wolf
16,animal_redfox
16,animal_husky
24,animal_redfox
23,animal_dragon
21,animal_redfox
19,animal_wolf
19,animal_otherfox
16,animal_wolf
16,animal_germanshepherd
16,animal_husky
16,animal_raven
37,animal_dragon
25,animal_otherfox
25,animal_husky
25,animal_tiger
26,animal_husky
26,animal_dragon
20,animal_rabbit
30,animal_othercanine
30,animal_dinosaur
22,animal_rabbit
27,animal_bat
20,animal_tiger
20,animal_seaotter
17,animal_wolf
25,animal_wolf
16,animal_wolf
16,animal_redfox
16,animal_germanshepherd
16,animal_husky
16,animal_raptor
19,animal_arcticfox
19,animal_otherfox
19,animal_dragon
19,animal_otherbird
19,animal_bat
19,animal_otherfox
19,animal_otherfeline
26,animal_wolf
26,animal_otherfeline
19,animal_wolf
19,animal_dragon
19,animal_redpanda
19,animal_otherungulate
19,animal_other
17,animal_wolf
17,animal_dragon
23,animal_otherdog
20,animal_horse
18,animal_wolf
18,animal_redfox
18,animal_arcticfox
18,animal_kitsune
26,animal_domesticcat
25,animal_wolf
25,animal_othercanine
30,animal_horse
20,animal_cheetah
19,animal_husky
19,animal_dinosaur
36,animal_germanshepherd
36,animal_husky
36,animal_otherdog
29,animal_wolf
29,animal_jackal
29,animal_tiger
29,animal_deer
29,animal_other
39,animal_dragon
39,animal_otherungulate
30,animal_arcticfox
22,animal_riverotter
22,animal_seaotter
22,animal_wolf
22,animal_husky
21,animal_riverotter
22,animal_riverotter
22,animal_seaotter
30,animal_lion
25,animal_redfox
25,animal_deer
22,animal_riverotter
24,animal_redpanda
40,animal_dragon
40,animal_otherungulate
40,animal_other
25,animal_wolf
25,animal_arcticfox
27,animal_otherdog
27,animal_other
25,animal_wolf
25,animal_dragon
25,animal_dinosaur
22,animal_lion
22,animal_horse
25,animal_othercanine
25,animal_domesticcat
25,animal_rabbit
26,animal_leopard
26,animal_domesticcat
26,animal_otherfeline
48,animal_tiger
36,animal_tiger
33,animal_husky
21,animal_wolf
20,animal_husky
20,animal_otherreptile
20,animal_other
16,animal_wolf
20,animal_kitsune
20,animal_lizard
17,animal_domesticcat
55,animal_tiger
40,animal_wolf
40,animal_redfox
40,animal_panther
40,animal_dragon
27,animal_raccoon
19,animal_redpanda
32,animal_weasel
32,animal_othermustelid
22,animal_greyfox
20,animal_deer
20,animal_tiger
32,animal_othercanine
32,animal_dinosaur
32,animal_otherungulate
20,animal_skunk
60,animal_cheetah
60,animal_otherfeline
19,animal_brownbear
19,animal_pandabear
19,animal_otherbear
19,animal_otherfox
20,animal_wolf
27,animal_otherdog
27,animal_griffin
36,animal_redfox
36,animal_otherfeline
23,animal_wolf
23,animal_redfox
23,animal_greyfox
23,animal_arcticfox
23,animal_kitsune
23,animal_otherfox
23,animal_coyote
23,animal_jackal
23,animal_germanshepherd
23,animal_husky
23,animal_collie
23,animal_otherdog
23,animal_othercanine
23,animal_tiger
23,animal_lion
23,animal_leopard
23,animal_snowleopard
23,animal_panther
23,animal_cheetah
23,animal_cougar
23,animal_domesticcat
23,animal_otherfeline
23,animal_dragon
23,animal_lizard
23,animal_dinosaur
23,animal_otherreptile
23,animal_raccoon
23,animal_skunk
23,animal_badger
23,animal_riverotter
23,animal_seaotter
23,animal_weasel
23,animal_othermustelid
23,animal_redpanda
23,animal_othermusteloid
23,animal_horse
23,animal_deer
23,animal_otherungulate
23,animal_brownbear
23,animal_grizzlybear
23,animal_pandabear
23,animal_polarbear
23,animal_otherbear
23,animal_mouse
23,animal_rat
23,animal_squirrel
23,animal_other
23,animal_raven
23,animal_raptor
23,animal_otherbird
23,animal_rabbit
23,animal_kangaroo
23,animal_koala
23,animal_othermarsupial
23,animal_lemur
23,animal_monkey
23,animal_otherprimate
23,animal_hyaena
23,animal_bat
23,animal_griffin
15,animal_other
20,animal_husky
20,animal_mouse
20,animal_rabbit
20,animal_kangaroo
20,animal_bat
20,animal_otherfeline
67,animal_otherfeline
39,animal_germanshepherd
39,animal_germanshepherd
19,animal_arcticfox
23,animal_wolf
23,animal_tiger
23,animal_dragon
23,animal_lizard
23,animal_dinosaur
15,animal_redfox
19,animal_redfox
16,animal_husky
20,animal_wolf
20,animal_redfox
24,animal_wolf
19,animal_wolf
19,animal_redfox
19,animal_redpanda
19,animal_redfox
29,animal_othermusteloid
23,animal_domesticcat
23,animal_bat
24,animal_husky
24,animal_mouse
41,animal_husky
35,animal_wolf
35,animal_husky
35,animal_domesticcat
25,animal_jackal
22,animal_kitsune
22,animal_jackal
22,animal_othercanine
22,animal_snowleopard
22,animal_othermusteloid
22,animal_otherungulate
22,animal_other
26,animal_wolf
26,animal_otherfeline
30,animal_wolf
30,animal_hyaena
19,animal_domesticcat
19,animal_raccoon
17,animal_other
17,animal_raven
18,animal_domesticcat
26,animal_domesticcat
26,animal_otherfeline
26,animal_horse
23,animal_hyaena
26,animal_otherfeline
24,animal_leopard
31,animal_otherungulate
33,animal_skunk
21,animal_lizard
21,animal_husky
21,animal_deer
29,animal_kangaroo
30,animal_otherfox
30,animal_domesticcat
23,animal_otherdog
24,animal_wolf
24,animal_kitsune
24,animal_arcticfox
16,animal_othercanine
16,animal_otherfeline
16,animal_otherungulate
22,animal_dragon
22,animal_deer
19,animal_coyote
19,animal_raccoon
19,animal_other
21,animal_coyote
23,animal_kitsune
23,animal_dragon
30,animal_tiger
27,animal_dragon
24,animal_raven
36,animal_other
20,animal_wolf
22,animal_wolf
22,animal_other
19,animal_dragon
22,animal_otherfox
22,animal_other
21,animal_domesticcat
21,animal_other
17,animal_otherfeline
17,animal_deer
17,animal_other
37,animal_domesticcat
37,animal_pandabear
20,animal_domesticcat
19,animal_wolf
21,animal_raccoon
23,animal_redpanda
31,animal_weasel
17,animal_wolf
17,animal_dragon
17,animal_wolf
17,animal_seaotter
31,animal_wolf
31,animal_raptor
18,animal_wolf
35,animal_domesticcat
24,animal_hyaena
18,animal_wolf
5,animal_brownbear
5,animal_kangaroo
21,animal_germanshepherd
17,animal_snowleopard
20,animal_snowleopard
20,animal_domesticcat
20,animal_other
16,animal_otherfox
16,animal_domesticcat
16,animal_hyaena
25,animal_dragon
17,animal_otherfox
25,animal_redfox
21,animal_collie
21,animal_otherdog
21,animal_tiger
21,animal_leopard
21,animal_panther
21,animal_otherungulate
21,animal_grizzlybear
21,animal_polarbear
21,animal_other
21,animal_bat
34,animal_dinosaur
34,animal_domesticcat
34,animal_otherfeline
34,animal_other
23,animal_domesticcat
23,animal_wolf
23,animal_greyfox
23,animal_arcticfox
23,animal_kitsune
23,animal_husky
26,animal_domesticcat
26,animal_dinosaur
26,animal_otherreptile
18,animal_grizzlybear
18,animal_pandabear
24,animal_redfox
24,animal_kitsune
24,animal_othercanine
24,animal_horse
29,animal_arcticfox
19,animal_husky
23,animal_horse
33,animal_jackal
33,animal_otherdog
33,animal_other
24,animal_domesticcat
23,animal_greyfox
23,animal_otherdog
24,animal_domesticcat
30,animal_domesticcat
28,animal_othermusteloid
28,animal_other
19,animal_wolf
19,animal_other
18,animal_redfox
18,animal_dragon
19,animal_redfox
19,animal_bat
28,animal_germanshepherd
28,animal_other
36,animal_otherdog
22,animal_weasel
23,animal_coyote
23,animal_jackal
23,animal_other
16,animal_greyfox
16,animal_dragon
22,animal_cougar
22,animal_othermustelid
22,animal_other
19,animal_pandabear
25,animal_wolf
25,animal_jackal
25,animal_hyaena
25,animal_redfox
25,animal_riverotter
19,animal_otherdog
23,animal_redfox
17,animal_wolf
27,animal_othermustelid
27,animal_othermusteloid
18,animal_wolf
18,animal_other
18,animal_grizzlybear
22,animal_dragon
20,animal_arcticfox
20,animal_snowleopard
20,animal_dragon
25,animal_redfox
30,animal_lion
30,animal_leopard
30,animal_raptor
17,animal_deer
17,animal_otherungulate
17,animal_raven
38,animal_wolf
24,animal_other
20,animal_redfox
20,animal_raccoon
26,animal_other
18,animal_tiger
15,animal_arcticfox
20,animal_otherdog
19,animal_coyote
19,animal_redpanda
28,animal_lizard
28,animal_deer
16,animal_greyfox
16,animal_arcticfox
23,animal_husky
23,animal_tiger
17,animal_wolf
18,animal_wolf
18,animal_koala
22,animal_wolf
16,animal_otherfox
16,animal_husky
21,animal_dragon
18,animal_domesticcat
18,animal_otherdog
29,animal_cougar
17,animal_wolf
30,animal_husky
25,animal_domesticcat
18,animal_wolf
18,animal_domesticcat
17,animal_wolf
17,animal_husky
22,animal_husky
22,animal_dragon
22,animal_pandabear
39,animal_wolf
39,animal_dragon
39,animal_otherbear
24,animal_dragon
25,animal_wolf
25,animal_husky
23,animal_snowleopard
24,animal_otherfox
59,animal_riverotter
59,animal_other
26,animal_wolf
26,animal_otherbear
22,animal_domesticcat
24,animal_other
20,animal_redfox
34,animal_skunk
23,animal_otherbird
24,animal_dragon
27,animal_lion
19,animal_wolf
19,animal_otherdog
20,animal_tiger
20,animal_other
27,animal_wolf
27,animal_snowleopard
23,animal_jackal
24,animal_dragon
24,animal_other
24,animal_wolf
16,animal_other
37,animal_redfox
37,animal_husky
36,animal_arcticfox
33,animal_wolf
33,animal_otherfox
33,animal_domesticcat
20,animal_kitsune
21,animal_hyaena
26,animal_coyote
26,animal_redpanda
32,animal_riverotter
32,animal_redpanda
32,animal_otherungulate
21,animal_wolf
20,animal_wolf
20,animal_othercanine
20,animal_leopard
20,animal_dinosaur
20,animal_otherreptile
20,animal_redpanda
20,animal_rat
20,animal_kangaroo
21,animal_wolf
21,animal_deer
20,animal_cheetah
19,animal_wolf
23,animal_wolf
23,animal_hyaena
19,animal_wolf
19,animal_wolf
25,animal_lion
22,animal_wolf
22,animal_otherdog
22,animal_dragon
22,animal_other
18,animal_redfox
16,animal_lizard
18,animal_otherreptile
18,animal_other
32,animal_redfox
32,animal_domesticcat
32,animal_raven
0,animal_wolf
0,animal_kitsune
0,animal_lizard
0,animal_otherreptile
0,animal_other
0,animal_griffin
21,animal_kitsune
21,animal_otherfeline
21,animal_dragon
21,animal_othermusteloid
22,animal_wolf
43,animal_otherdog
43,animal_horse
43,animal_other
16,animal_wolf
16,animal_redfox
16,animal_arcticfox
45,animal_other
19,animal_dragon
22,animal_otherungulate
22,animal_other
22,animal_hyaena
30,animal_tiger
17,animal_wolf
17,animal_othercanine
19,animal_domesticcat
18,animal_husky
14,animal_redpanda
21,animal_wolf
27,animal_otherfeline
16,animal_wolf
16,animal_husky
21,animal_other
19,animal_redpanda
19,animal_othermustelid
24,animal_riverotter
20,animal_wolf
20,animal_otherdog
20,animal_other
32,animal_brownbear
29,animal_wolf
29,animal_otherdog
28,animal_redfox
28,animal_lion
28,animal_raccoon
18,animal_arcticfox
19,animal_dragon
24,animal_rabbit
20,animal_tiger
32,animal_wolf
32,animal_deer
32,animal_other
16,animal_other
17,animal_domesticcat
25,animal_raccoon
22,animal_husky
16,animal_arcticfox
16,animal_otherfox
37,animal_otherfox
28,animal_wolf
28,animal_redfox
28,animal_husky
28,animal_tiger
28,animal_domesticcat
28,animal_riverotter
28,animal_seaotter
28,animal_deer
28,animal_otherungulate
28,animal_otherbear
28,animal_mouse
28,animal_other
34,animal_wolf
34,animal_dragon
19,animal_wolf
19,animal_snowleopard
20,animal_otherfox
18,animal_tiger
18,animal_other
34,animal_otherdog
34,animal_dragon
34,animal_riverotter
34,animal_other
18,animal_othermusteloid
25,animal_raccoon
36,animal_wolf
36,animal_collie
36,animal_panther
36,animal_dragon
22,animal_redpanda
22,animal_pandabear
20,animal_wolf
20,animal_griffin
24,animal_wolf
24,animal_greyfox
24,animal_raven
22,animal_otherfeline
23,animal_wolf
21,animal_wolf
22,animal_wolf
20,animal_pandabear
24,animal_husky
32,animal_weasel
17,animal_wolf
19,animal_redfox
26,animal_dragon
21,animal_otherdog
18,animal_redfox
15,animal_redfox
19,animal_husky
21,animal_husky
21,animal_collie
28,animal_wolf
22,animal_wolf
17,animal_rat
24,animal_raccoon
24,animal_hyaena
27,animal_otherdog
27,animal_dragon
15,animal_other
23,animal_lion
23,animal_domesticcat
19,animal_wolf
19,animal_redfox
33,animal_domesticcat
17,animal_wolf
17,animal_dragon
20,animal_weasel
34,animal_wolf
29,animal_redfox
29,animal_rabbit
29,animal_tiger
29,animal_redfox
29,animal_other
28,animal_tiger
28,animal_domesticcat
28,animal_otherfeline
16,animal_greyfox
17,animal_wolf
23,animal_redpanda
23,animal_otherbear
32,animal_otherfeline
18,animal_domesticcat
38,animal_dragon
47,animal_otherdog
35,animal_arcticfox
23,animal_wolf
23,animal_weasel
23,animal_bat
37,animal_redfox
20,animal_arcticfox
20,animal_lion
20,animal_kangaroo
37,animal_coyote
37,animal_deer
37,animal_other
37,animal_raptor
1,animal_greyfox
17,animal_husky
23,animal_germanshepherd
27,animal_othercanine
16,animal_redfox
16,animal_dragon
16,animal_other
16,animal_griffin
21,animal_snowleopard
21,animal_dragon
22,animal_wolf
21,animal_wolf
21,animal_mouse
23,animal_wolf
23,animal_deer
23,animal_otherbear
23,animal_other
23,animal_rabbit
34,animal_lion
21,animal_coyote
21,animal_raven
20,animal_raccoon
14,animal_wolf
14,animal_husky
14,animal_collie
14,animal_tiger
14,animal_lion
14,animal_leopard
14,animal_snowleopard
14,animal_cheetah
29,animal_skunk
29,animal_horse
29,animal_other
21,animal_wolf
21,animal_husky
23,animal_domesticcat
17,animal_coyote
23,animal_husky
26,animal_riverotter
26,animal_deer
27,animal_otherbear
19,animal_lion
21,animal_redfox
21,animal_otherfeline
20,animal_wolf
20,animal_otherfox
21,animal_coyote
20,animal_wolf
23,animal_other
16,animal_wolf
16,animal_arcticfox
16,animal_other
22,animal_otherreptile
18,animal_wolf
18,animal_other
15,animal_wolf
15,animal_cougar
22,animal_dragon
23,animal_snowleopard
23,animal_raccoon
22,animal_wolf
20,animal_othercanine
20,animal_other
23,animal_wolf
18,animal_cheetah
18,animal_otherfeline
17,animal_wolf
17,animal_otherfox
18,animal_deer
18,animal_husky
25,animal_germanshepherd
25,animal_leopard
18,animal_dragon
32,animal_domesticcat
18,animal_domesticcat
18,animal_rabbit
17,animal_wolf
17,animal_otherfox
26,animal_domesticcat
23,animal_lion
22,animal_dragon
25,animal_deer
25,animal_other
23,animal_arcticfox
23,animal_kitsune
34,animal_wolf
20,animal_othercanine
20,animal_leopard
21,animal_dragon
17,animal_redpanda
21,animal_wolf
21,animal_germanshepherd
19,animal_skunk
17,animal_otherbird
27,animal_otherfox
27,animal_riverotter
17,animal_domesticcat
32,animal_redfox
24,animal_arcticfox
19,animal_other
28,animal_wolf
28,animal_polarbear
28,animal_other
19,animal_redfox
19,animal_husky
19,animal_dragon
19,animal_lizard
19,animal_dinosaur
35,animal_other
30,animal_leopard
31,animal_wolf
24,animal_dragon
24,animal_lizard
18,animal_dragon
18,animal_lizard
18,animal_dinosaur
20,animal_cheetah
19,animal_dragon
24,animal_collie
21,animal_redfox
16,animal_snowleopard
16,animal_domesticcat
28,animal_wolf
25,animal_germanshepherd
20,animal_greyfox
20,animal_bat
23,animal_other
23,animal_husky
19,animal_otherdog
19,animal_dragon
19,animal_lizard
21,animal_husky
18,animal_husky
25,animal_otherfox
25,animal_raccoon
22,animal_wolf
22,animal_tiger
22,animal_dragon
22,animal_other
27,animal_otherungulate
17,animal_greyfox
19,animal_germanshepherd
22,animal_wolf
23,animal_other
22,animal_otherungulate
22,animal_other
22,animal_greyfox
24,animal_other
26,animal_otherfeline
26,animal_other
17,animal_raptor
30,animal_wolf
30,animal_husky
18,animal_domesticcat
18,animal_raptor
17,animal_dragon
19,animal_raptor
19,animal_other
27,animal_wolf
20,animal_rabbit
28,animal_redfox
29,animal_seaotter
20,animal_othermarsupial
17,animal_wolf
21,animal_kitsune
19,animal_othercanine
19,animal_otherfeline
18,animal_redfox
18,animal_riverotter
24,animal_otherfeline
20,animal_wolf
26,animal_wolf
26,animal_germanshepherd
20,animal_squirrel
22,animal_wolf
38,animal_collie
38,animal_horse
21,animal_snowleopard
22,animal_raccoon
21,animal_greyfox
27,animal_wolf
38,animal_germanshepherd
31,animal_other
26,animal_otherbear
19,animal_otherfeline
19,animal_other
27,animal_otherfox
22,animal_wolf
22,animal_griffin
29,animal_domesticcat
16,animal_wolf
16,animal_redfox
16,animal_rat
16,animal_other
16,animal_otherfeline
34,animal_raptor
34,animal_otherbird
16,animal_wolf
21,animal_redfox
1,animal_otherfox
20,animal_husky
16,animal_redfox
19,animal_wolf
19,animal_bat
22,animal_wolf
18,animal_redfox
18,animal_husky
21,animal_tiger
23,animal_wolf
23,animal_other
31,animal_wolf
30,animal_wolf
20,animal_otherfox
20,animal_other
24,animal_dragon
24,animal_rabbit
24,animal_kangaroo
39,animal_domesticcat
27,animal_otherfox
28,animal_brownbear
18,animal_redfox
18,animal_dragon
23,animal_otherfox
20,animal_coyote
16,animal_wolf
16,animal_arcticfox
16,animal_tiger
16,animal_leopard
16,animal_dragon
16,animal_otherungulate
16,animal_othercanine
16,animal_redpanda
14,animal_wolf
14,animal_kitsune
20,animal_bat
37,animal_badger
37,animal_riverotter
21,animal_wolf
22,animal_wolf
22,animal_dragon
34,animal_dragon
25,animal_wolf
24,animal_wolf
29,animal_dragon
25,animal_wolf
22,animal_dragon
22,animal_otherfeline
20,animal_rabbit
28,animal_redfox
28,animal_other
33,animal_greyfox
33,animal_riverotter
33,animal_horse
22,animal_jackal
27,animal_otherfeline
27,animal_arcticfox
18,animal_wolf
18,animal_dinosaur
18,animal_othermarsupial
18,animal_wolf
29,animal_otherbird
30,animal_lemur
15,animal_wolf
15,animal_redfox
15,animal_dragon
43,animal_kitsune
43,animal_dragon
27,animal_collie
27,animal_otherdog
27,animal_skunk
28,animal_domesticcat
28,animal_wolf
28,animal_otherfox
28,animal_husky
28,animal_domesticcat
18,animal_wolf
18,animal_hyaena
17,animal_othercanine
17,animal_other
18,animal_wolf
18,animal_dragon
21,animal_skunk
30,animal_otherdog
14,animal_wolf
1,animal_dragon
1,animal_deer
28,animal_othermustelid
14,animal_other
14,animal_other
23,animal_wolf
23,animal_tiger
16,animal_wolf
16,animal_husky
16,animal_collie
16,animal_tiger
16,animal_cheetah
16,animal_hyaena
16,animal_other
24,animal_lemur
16,animal_domesticcat
21,animal_lizard
21,animal_dinosaur
17,animal_wolf
22,animal_wolf
22,animal_otherfox
22,animal_othercanine
22,animal_other
38,animal_otherdog
30,animal_redfox
30,animal_domesticcat
26,animal_tiger
18,animal_wolf
18,animal_deer
20,animal_dragon
16,animal_hyaena
23,animal_wolf
23,animal_dragon
16,animal_wolf
16,animal_othercanine
16,animal_other
28,animal_kitsune
28,animal_otherungulate
16,animal_othermustelid
18,animal_domesticcat
19,animal_wolf
19,animal_other
20,animal_otherdog
20,animal_otherreptile
20,animal_polarbear
17,animal_riverotter
24,animal_dragon
31,animal_redfox
35,animal_snowleopard
31,animal_redfox
38,animal_other
54,animal_otherdog
54,animal_otherbear
21,animal_tiger
27,animal_panther
27,animal_otherfeline
23,animal_germanshepherd
23,animal_otherdog
25,animal_domesticcat
17,animal_wolf
17,animal_deer
17,animal_other
60,animal_redfox
60,animal_dragon
28,animal_redfox
28,animal_horse
30,animal_wolf
30,animal_otherfox
18,animal_othercanine
86,animal_husky
4,animal_dragon
21,animal_snowleopard
26,animal_wolf
27,animal_domesticcat
27,animal_other
21,animal_other
32,animal_dragon
15,animal_wolf
15,animal_arcticfox
15,animal_tiger
15,animal_snowleopard
22,animal_riverotter
17,animal_wolf
17,animal_germanshepherd
31,animal_lion
18,animal_panther
36,animal_wolf
36,animal_germanshepherd
31,animal_dragon
24,animal_germanshepherd
27,animal_domesticcat
19,animal_raccoon
19,animal_hyaena
15,animal_wolf
15,animal_redfox
15,animal_tiger
15,animal_snowleopard
18,animal_wolf
18,animal_dragon
18,animal_skunk
19,animal_deer
20,animal_lion
20,animal_otherfeline
27,animal_weasel
20,animal_wolf
21,animal_other
24,animal_dragon
15,animal_othercanine
28,animal_lizard
21,animal_otherdog
21,animal_kangaroo
19,animal_other
32,animal_redfox
23,animal_wolf
16,animal_tiger
19,animal_otherbear
33,animal_tiger
21,animal_dragon
21,animal_other
34,animal_other
23,animal_otherdog
23,animal_bat
22,animal_wolf
22,animal_kitsune
38,animal_redfox
22,animal_dragon
27,animal_otherfeline
22,animal_pandabear
28,animal_wolf
28,animal_otherfox
57,animal_otherfox
57,animal_coyote
57,animal_lion
57,animal_otherfeline
57,animal_rabbit
24,animal_redfox
24,animal_kangaroo
21,animal_dragon
43,animal_brownbear
22,animal_otherfeline
21,animal_wolf
22,animal_wolf
20,animal_wolf
20,animal_redfox
35,animal_otherfeline
20,animal_othercanine
26,animal_lemur
28,animal_domesticcat
19,animal_redfox
42,animal_dragon
42,animal_other
23,animal_othercanine
23,animal_other
23,animal_raptor
24,animal_jackal
0,animal_hyaena
23,animal_raccoon
22,animal_tiger
26,animal_jackal
26,animal_tiger
26,animal_lion
26,animal_cheetah
26,animal_dragon
26,animal_other
24,animal_other
42,animal_wolf
23,animal_domesticcat
27,animal_other
25,animal_lion
25,animal_otherfeline
21,animal_otherfeline
21,animal_other
24,animal_snowleopard
24,animal_otherreptile
26,animal_lion
26,animal_riverotter
26,animal_other
24,animal_husky
21,animal_germanshepherd
21,animal_husky
27,animal_snowleopard
27,animal_skunk
27,animal_riverotter
20,animal_otherfox
21,animal_domesticcat
27,animal_wolf
26,animal_wolf
26,animal_othercanine
26,animal_otherfeline
27,animal_redpanda
16,animal_otherfox
16,animal_tiger
28,animal_wolf
28,animal_arcticfox
33,animal_weasel
26,animal_wolf
23,animal_wolf
17,animal_redfox
29,animal_wolf
29,animal_kangaroo
25,animal_redfox
25,animal_otherfox
25,animal_other
17,animal_other
24,animal_othercanine
24,animal_other
30,animal_germanshepherd
30,animal_husky
22,animal_wolf
23,animal_otherdog
20,animal_other
23,animal_husky
56,animal_redfox
56,animal_rabbit
21,animal_arcticfox
21,animal_tiger
21,animal_other
39,animal_raptor
22,animal_collie
22,animal_otherdog
18,animal_redfox
18,animal_kitsune
18,animal_coyote
18,animal_cheetah
18,animal_lizard
18,animal_deer
18,animal_brownbear
18,animal_raptor
18,animal_otherbird
23,animal_rabbit
16,animal_wolf
26,animal_other
35,animal_lion
17,animal_redfox
32,animal_wolf
32,animal_redfox
31,animal_otherfeline
46,animal_otherdog
29,animal_coyote
29,animal_lion
23,animal_dragon
19,animal_other
28,animal_husky
39,animal_polarbear
27,animal_deer
17,animal_redfox
19,animal_horse
25,animal_mouse
25,animal_other
20,animal_wolf
17,animal_mouse
23,animal_mouse
23,animal_rabbit
17,animal_wolf
17,animal_greyfox
17,animal_arcticfox
19,animal_wolf
19,animal_otherdog
22,animal_wolf
22,animal_kitsune
30,animal_othermusteloid
19,animal_other
23,animal_dinosaur
23,animal_redpanda
23,animal_other
23,animal_otherfox
21,animal_redfox
18,animal_wolf
29,animal_tiger
27,animal_redfox
21,animal_dragon
20,animal_redfox
18,animal_other
28,animal_otherfeline
40,animal_other
20,animal_redfox
21,animal_kangaroo
20,animal_otherungulate
17,animal_redfox
17,animal_coyote
17,animal_dragon
17,animal_rabbit
19,animal_otherdog
19,animal_panther
19,animal_other
18,animal_wolf
18,animal_arcticfox
18,animal_kitsune
18,animal_dragon
18,animal_weasel
18,animal_deer
18,animal_mouse
18,animal_other
18,animal_rabbit
18,animal_wolf
20,animal_wolf
18,animal_otherdog
18,animal_othercanine
18,animal_othermustelid
18,animal_other
18,animal_otherbird
18,animal_othermarsupial
16,animal_arcticfox
18,animal_wolf
18,animal_domesticcat
18,animal_domesticcat
1,animal_wolf
1,animal_husky
1,animal_other
20,animal_domesticcat
20,animal_other
